Area,Year,Cost of a healthy diet (PPP dollar per person per day),Coefficient of human inequality,Human Development Index (value),Inequality in eduation,Inequality in income,Inequality in life expectancy,2.a.1 Agriculture share of Government Expenditure,2.a.1 Agriculture value added share of GDP,6.4.1 Water Use Efficiency (Agriculture (ISIC4 A01 A0210 A0322)),6.4.1 Water Use Efficiency (Industries),"Gross domestic product per capita, PPP, (constant 2017 international $)",Per capita food supply variability (kcal/cap/day),Value of food imports in total merchandise exports (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Percentage of the population unable to afford a healthy diet (percent)
Slovenia,2017,2.798,5.054375233,0.912,2.17402,10.45736,2.5317457,1.08,1.84,4.09,15.71,36507.6,18.0,6.0,2.5,0.1
Slovenia,2018,2.902,4.834454967,0.916,2.12184,10.01025,2.3712749,1.14,2.25,6.95,15.84,37995.7,18.0,6.0,2.5,0.1
Slovenia,2019,3.023,4.959760333,0.918,2.08182,10.26867,2.528791,1.26,2.01,6.71,17.06,39034.2,18.0,6.0,2.5,0.1
Slovenia,2020,3.095,4.9329762,0.91,2.05965,10.04648,2.6927986,1.14,2.09,8.53,15.16,37098.1,16.0,6.0,2.5,0.0
Slovenia,2021,3.038,4.850163267,0.916,1.99288,9.808774,2.7488358,1.17,1.69,9.11,17.73,40036.5,18.0,6.0,2.5,0.0
Slovakia,2017,3.013,5.639006167,0.857,1.55613,10.7942,4.5666885,0.56,2.09,1.94,103.62,30061.6,56.0,5.0,5.2,2.1
Slovakia,2018,3.102,5.337774733,0.86,1.58711,9.589848,4.8363662,0.54,2.15,2.29,107.74,31229.9,55.0,5.0,4.0,2.8
Slovakia,2019,3.242,5.8805808,0.863,1.64714,11.08802,4.9065824,0.62,1.67,1.48,109.68,31973.5,48.0,5.0,3.3,1.4
Slovakia,2020,3.211,5.291238333,0.86,1.74792,9.405584,4.720211,0.61,1.73,1.7,101.03,30868.0,73.0,5.0,2.7,1.4
Slovakia,2021,3.198,5.4680933,0.852,1.81882,9.892625,4.6928349,0.58,1.74,1.71,106.11,31866.0,47.0,5.0,2.5,2.3
Singapore,2017,2.775,13.1795571,0.938,11.04133,25.93509,2.5622513,0.3,0.03,,222.06,95310.3,,3.0,,
Singapore,2018,2.867,12.81206563,0.942,10.00727,25.93509,2.4938369,0.26,0.03,,250.55,98337.0,,3.0,,
Singapore,2019,2.936,12.66369363,0.945,9.65174,25.93509,2.4042509,0.22,0.03,,237.35,98283.3,,3.0,,
Singapore,2020,3.064,12.57638943,0.942,9.4059,25.93509,2.3881783,0.15,0.03,,222.97,94505.6,,3.0,,
Singapore,2021,3.186,12.53413937,0.942,9.4059,25.93509,2.2614281,0.23,0.03,,255.24,106032.0,,3.0,,
Somalia,2017,,,,,47.40512,41.845551,1.04,52.87,0.13,187.23,1059.1,27.0,278.0,57.7,
Somalia,2018,,,,,47.40512,40.957615,1.09,52.87,0.14,204.52,1098.5,27.0,318.0,56.6,
Somalia,2019,,,,,47.40512,40.192402,1.3,52.87,0.14,210.13,1138.3,32.0,387.0,54.0,
Somalia,2020,,,,,47.40512,39.065308,0.77,52.87,0.14,209.37,1127.4,15.0,433.0,51.9,
Somalia,2021,,,,,47.40512,38.331799,0.88,52.87,0.14,215.6,1136.7,18.0,472.0,49.9,
South Africa,2017,4.102,31.88522933,0.725,17.29413,59.93249,18.429068,1.35,2.49,0.15,18.02,13950.5,20.0,6.0,6.2,65.3
South Africa,2018,4.147,32.08279367,0.731,17.29413,59.93249,19.021761,1.22,2.27,0.13,18.41,13990.3,25.0,6.0,5.7,64.9
South Africa,2019,4.199,32.19489233,0.741,17.29413,59.93249,19.358057,1.24,1.96,0.11,17.71,13852.2,33.0,6.0,5.7,65.1
South Africa,2020,4.299,31.24610767,0.722,17.29413,59.93249,16.511703,1.27,2.52,0.13,16.82,12815.9,34.0,6.0,6.1,67.0
South Africa,2021,4.565,32.029957,0.721,17.29413,59.93249,18.863251,1.04,2.47,0.13,18.42,13311.9,22.0,5.0,6.9,66.7
Spain,2017,2.699,14.0845992,0.896,17.0789,22.18878,2.9861176,0.74,2.79,0.51,38.22,39528.9,31.0,8.0,2.5,1.7
Spain,2018,2.741,13.3763016,0.899,16.8695,20.29766,2.9617448,0.79,2.76,0.54,37.69,40255.3,36.0,8.0,2.5,1.9
Spain,2019,2.845,13.246189,0.904,16.467,20.33291,2.938657,0.83,2.47,0.5,39.75,40760.3,44.0,8.0,2.5,1.8
Spain,2020,2.841,12.88652533,0.894,15.7317,20.06038,2.867496,0.76,2.87,0.52,35.78,35967.9,33.0,8.0,2.5,2.0
Spain,2021,2.879,13.35905267,0.904,16.091,21.10283,2.883328,0.8,2.61,0.5,37.87,37913.1,25.0,8.0,2.5,1.8
Suriname,2017,4.969,,0.71,19.02641,,12.244239,0.88,11.56,1.33,13.95,17753.1,32.0,11.0,9.7,44.5
Suriname,2018,5.311,,0.714,18.36769,,11.942571,1.71,10.63,1.28,13.82,18438.3,37.0,9.0,9.7,45.0
Suriname,2019,5.337,,0.71,18.36769,,11.669944,3.86,8.6,1.05,12.4,18449.2,30.0,8.0,9.2,43.9
Suriname,2020,5.739,,0.702,18.36769,,11.382493,4.56,8.14,0.83,11.38,15329.2,26.0,8.0,9.0,54.3
Suriname,2021,6.09,,0.689,18.36769,,10.985054,1.66,9.19,0.92,11.3,14766.7,28.0,8.0,9.1,58.6
Tajikistan,2017,3.027,14.68201733,0.659,6.03825,19.92641,18.081392,0.74,20.28,0.3,1.3,3236.4,18.0,60.0,14.1,49.8
Tajikistan,2018,3.03,14.552197,0.664,6.03825,19.92641,17.691931,0.59,19.77,0.22,1.9,3405.1,23.0,53.0,12.3,44.6
Tajikistan,2019,3.194,14.42264933,0.668,6.03825,19.92641,17.303288,0.66,20.87,0.25,1.94,3575.3,32.0,51.0,10.5,44.0
Tajikistan,2020,3.468,14.24789467,0.656,6.03825,19.92641,16.779024,0.66,22.69,0.29,2.06,3651.9,41.0,52.0,9.8,46.8
Tajikistan,2021,3.61,14.15989267,0.677,6.03825,19.92641,16.515018,2.27,24.15,0.33,1.7,3903.3,33.0,50.0,9.3,44.3
Eswatini,2017,3.428,37.02446167,0.601,24.08637,60.49704,26.489975,1.71,8.43,0.11,66.47,8213.9,55.0,14.0,14.5,77.1
Eswatini,2018,3.349,36.54263667,0.613,24.08637,60.49704,25.0445,2.17,8.52,0.11,66.44,8343.0,14.0,15.0,13.7,75.8
Eswatini,2019,3.395,36.15836967,0.623,24.08637,60.49704,23.891699,1.46,8.54,0.11,68.82,8501.3,22.0,15.0,12.9,75.0
Eswatini,2020,3.406,35.91710967,0.622,24.08637,60.49704,23.167919,1.54,8.39,0.11,61.28,8290.4,22.0,16.0,12.1,75.3
Eswatini,2021,3.537,36.12757233,0.612,24.08637,60.49704,23.799307,2.04,8.48,0.12,70.39,8856.8,21.0,16.0,11.9,73.8
Sweden,2017,3.086,7.067511667,0.941,3.79199,14.5522,2.858345,0.26,1.44,3.5,78.87,51948.0,19.0,7.0,2.5,0.6
Sweden,2018,3.164,7.2456264,0.943,3.68585,15.32252,2.7285092,0.3,1.39,3.54,81.21,52349.3,24.0,7.0,2.5,1.2
Sweden,2019,3.274,7.187675033,0.947,3.65498,15.23712,2.6709251,0.29,1.39,3.69,82.52,52850.6,37.0,7.0,2.5,0.6
Sweden,2020,3.309,6.783613367,0.944,3.502,14.05326,2.7955801,0.23,1.33,3.52,80.94,51331.3,27.0,7.0,2.5,0.8
Sweden,2021,3.279,7.0895982,0.949,3.43873,15.21994,2.6101246,0.27,1.29,3.59,87.3,53613.4,35.0,7.0,2.5,0.6
Switzerland,2017,2.523,7.4909543,0.955,1.9112,17.15166,3.4100029,2.11,0.62,5.64,258.87,69103.6,20.0,3.0,2.5,0.0
Switzerland,2018,2.591,7.363196967,0.957,1.82879,16.93218,3.3286209,2.12,0.64,5.92,267.03,70558.6,19.0,3.0,2.5,0.0
Switzerland,2019,2.654,7.445027233,0.96,1.92055,17.19962,3.2149117,2.08,0.63,5.95,273.01,70857.1,20.0,3.0,2.5,0.0
Switzerland,2020,2.639,7.805064167,0.957,2.01457,17.959,3.4416225,1.87,0.69,6.35,267.2,68670.2,24.0,3.0,2.5,0.0
Switzerland,2021,2.619,7.594116367,0.965,2.00997,17.66895,3.1034291,1.89,0.62,5.95,284.08,71032.8,29.0,3.0,2.5,0.0
Syrian Arab Republic,2017,,,0.558,,,15.378071,1.8,20.6,0.11,9.0,,21.0,106.0,13.5,
Syrian Arab Republic,2018,,,0.563,,,14.663033,1.96,20.6,0.11,9.12,,20.0,92.0,16.8,
Syrian Arab Republic,2019,,,0.564,,,13.591897,0.86,20.59,0.11,9.48,,25.0,84.0,20.1,
Syrian Arab Republic,2020,,,0.561,,,13.309553,0.94,20.6,0.1,8.48,,24.0,96.0,23.6,
Syrian Arab Republic,2021,,,0.558,,,12.98532,0.72,20.6,0.1,8.23,,12.0,127.0,25.7,
Turkmenistan,2017,,,0.729,3.55428,,20.626301,2.02,10.48,0.14,18.23,13703.5,38.0,7.0,5.6,
Turkmenistan,2018,,,0.73,3.55428,,20.61034,2.0,10.66,0.16,19.29,14321.1,33.0,6.0,5.6,
Turkmenistan,2019,,,0.732,2.94467,,20.466236,1.95,10.63,0.24,17.79,14992.6,7.0,5.0,5.8,
Turkmenistan,2020,,,0.731,2.94467,,20.207268,2.33,10.59,0.23,17.95,,12.0,5.0,5.8,
Turkmenistan,2021,,,0.74,2.94467,,19.966543,2.05,10.62,0.24,18.59,,11.0,5.0,5.8,
United Republic of Tanzania,2017,2.598,29.86070867,0.517,26.96013,38.46472,24.157276,1.81,28.57,0.2,533.89,2458.3,9.0,16.0,21.1,85.9
United Republic of Tanzania,2018,2.648,30.51147667,0.525,26.96013,41.09967,23.47463,1.16,27.67,0.21,616.61,2511.0,15.0,16.0,21.8,85.5
United Republic of Tanzania,2019,2.681,30.34347167,0.533,26.96013,41.09967,22.970615,1.46,26.48,0.22,698.98,2577.7,21.0,14.0,22.2,84.8
United Republic of Tanzania,2020,2.736,30.09971633,0.535,26.96013,41.09967,22.239349,0.72,26.34,0.23,761.66,2551.2,17.0,11.0,22.3,85.1
United Republic of Tanzania,2021,2.866,29.92524933,0.529,26.96013,41.09967,21.715948,1.37,26.17,0.23,794.77,2581.7,19.0,11.0,22.2,85.0
Thailand,2017,3.971,16.01720663,0.795,17.39676,22.71498,7.9398799,6.22,8.41,0.37,49.92,17008.0,16.0,4.0,6.8,20.5
Thailand,2018,4.042,15.90924217,0.796,17.39676,22.66008,7.6708865,6.01,8.2,0.37,51.55,17669.0,18.0,3.0,6.8,21.0
Thailand,2019,4.181,15.2359271,0.801,16.84539,21.44536,7.4170313,6.5,8.13,0.38,50.63,18003.7,18.0,3.0,6.5,19.1
Thailand,2020,4.321,15.1921097,0.8,16.84539,21.55355,7.1773891,5.93,8.69,0.38,47.02,16848.6,16.0,4.0,6.0,19.8
Thailand,2021,4.463,15.14132697,0.797,16.84539,21.70993,6.8686609,5.79,8.55,0.38,50.39,17077.0,18.0,4.0,5.6,18.0
Togo,2017,,38.324396,0.522,37.72766,47.1171,30.128428,7.98,20.31,0.01,168.37,1972.7,43.0,22.0,20.3,
Togo,2018,,38.147821,0.528,37.72766,47.1171,29.598703,5.74,19.65,0.01,179.77,2021.0,48.0,23.0,20.0,
Togo,2019,,36.90456867,0.536,37.72766,44.07567,28.910376,,19.51,0.02,174.31,2080.5,47.0,26.0,19.7,
Togo,2020,,36.73669567,0.54,37.72766,44.07567,28.406757,,18.55,0.01,189.66,2067.0,26.0,29.0,18.8,
Togo,2021,,36.51452467,0.545,37.72766,44.07567,27.740244,,19.01,0.02,192.23,2124.8,42.0,31.0,17.5,
Tokelau,2017,,,,,,,,,,,,,,,
Tokelau,2018,,,,,,,,,,,,,,,
Tokelau,2019,,,,,,,,,,,,,,,
Tokelau,2020,,,,,,,,,,,,,,,
Tokelau,2021,,,,,,,,,,,,,,,
Tonga,2017,,,0.734,,20.73583,9.2178879,4.19,16.81,,,6257.0,,266.0,,
Tonga,2018,,,0.737,,20.73583,9.1254492,4.77,17.07,,,6287.9,,310.0,,
Tonga,2019,,11.3507619,0.74,4.30943,20.73583,9.0070257,3.99,19.64,,,6344.3,,332.0,,
Tonga,2020,,11.31053243,0.742,4.30943,20.73583,8.8863373,3.45,17.82,,,6357.0,,365.0,,
Tonga,2021,,11.26366633,0.738,4.30943,20.73583,8.745739,,16.33,,,6142.9,,366.0,,
Trinidad and Tobago,2017,3.928,,0.811,9.71398,,11.675774,1.07,1.18,2.93,63.56,26213.9,8.0,10.0,11.5,6.5
Trinidad and Tobago,2018,4.028,,0.809,9.71398,,11.828942,1.19,1.03,2.54,67.74,25534.8,8.0,9.0,12.0,7.0
Trinidad and Tobago,2019,4.083,,0.813,9.71398,,11.445857,1.07,0.82,2.03,63.6,25306.6,17.0,9.0,12.7,7.1
Trinidad and Tobago,2020,4.224,,0.815,9.71398,,11.096745,1.11,1.17,2.68,50.15,23391.3,26.0,11.0,13.2,9.1
Trinidad and Tobago,2021,4.524,,0.804,9.71398,,10.875184,1.2,0.96,2.18,64.32,23037.1,24.0,12.0,13.4,9.9
Oman,2017,2.815,18.11053133,0.833,23.6801,23.68541,6.966084,0.44,1.98,1.06,164.17,34218.4,67.0,11.0,6.3,
Oman,2018,2.838,18.10672873,0.838,23.6801,23.68541,6.9546762,0.54,1.85,1.0,182.24,34212.1,59.0,9.0,5.8,
Oman,2019,2.921,18.10038107,0.841,23.6801,23.68541,6.9356332,0.48,1.99,1.07,171.51,33814.1,51.0,8.0,4.5,
Oman,2020,3.021,18.0888788,0.823,23.6801,23.68541,6.9011264,0.68,2.47,1.28,149.71,33098.2,74.0,9.0,3.1,
Oman,2021,3.141,18.15818867,0.81,23.6801,23.68541,7.109056,0.72,2.12,1.13,166.68,34294.8,136.0,9.0,2.7,
Tunisia,2017,3.476,22.62774833,0.732,34.57692,22.91706,10.389265,3.95,8.99,0.28,122.96,10874.9,13.0,14.0,2.7,15.5
Tunisia,2018,3.559,21.32675167,0.737,30.70285,22.91706,10.360345,3.69,9.89,0.32,252.68,11043.0,14.0,13.0,2.6,14.9
Tunisia,2019,3.628,21.295578,0.74,30.70285,22.91706,10.266824,3.48,9.77,0.32,169.87,11100.8,14.0,13.0,2.5,14.4
Tunisia,2020,3.639,21.24727633,0.734,30.70285,22.91706,10.121919,4.07,10.38,0.31,152.79,10050.0,19.0,13.0,2.5,18.0
Tunisia,2021,3.833,21.19214337,0.729,30.70285,22.91706,9.9565201,5.83,10.14,0.32,170.85,10397.9,21.0,14.0,2.8,17.1
TÃÂ¼rkiye,2017,2.873,16.46865523,0.833,13.1283,29.139,7.1386657,3.02,6.04,0.2,247.24,27582.8,33.0,6.0,2.5,6.1
TÃÂ¼rkiye,2018,2.997,16.39698927,0.838,13.1283,29.29638,6.7662878,2.63,5.78,0.17,245.31,28158.0,28.0,6.0,2.5,6.2
TÃÂ¼rkiye,2019,3.189,15.5459315,0.842,11.8634,28.33076,6.4436345,2.73,6.41,0.16,218.54,28150.1,29.0,6.0,2.5,8.9
TÃÂ¼rkiye,2020,2.997,15.9887976,0.835,11.8634,29.9675,6.1354928,2.73,6.67,0.15,222.24,28473.2,28.0,6.0,2.5,6.9
TÃÂ¼rkiye,2021,3.109,15.5445381,0.841,11.8634,28.90539,5.8648243,2.35,5.54,0.17,277.02,31466.6,34.0,7.0,2.5,6.0
Turks and Caicos Islands,2017,2.809,,,,,,,,,,,,,,
Turks and Caicos Islands,2018,2.893,,,,,,,,,,,,,,
Turks and Caicos Islands,2019,2.974,,,,,,,,,,,,,,
Turks and Caicos Islands,2020,3.075,,,,,,,,,,,,,,
Turks and Caicos Islands,2021,3.229,,,,,,,,,,,,,,
United Arab Emirates,2017,2.755,12.40322777,0.898,14.4772,17.69633,5.0361533,0.19,0.77,1.23,3945.08,71182.4,54.0,5.0,4.5,0.1
United Arab Emirates,2018,2.835,11.7495452,0.917,12.6356,17.69633,4.9167056,0.19,0.72,1.13,4467.78,71550.6,57.0,5.0,4.3,0.1
United Arab Emirates,2019,2.902,8.376398233,0.933,9.9096,10.41907,4.8005247,0.75,0.75,1.24,4316.88,71782.2,46.0,5.0,3.8,0.0
United Arab Emirates,2020,3.111,8.324807167,0.93,9.9096,10.41907,4.6457515,0.82,0.92,1.5,3763.39,67668.3,35.0,5.0,3.4,0.2
United Arab Emirates,2021,3.269,8.250498733,0.931,9.8075,10.41907,4.5249262,0.84,0.88,1.53,4435.97,69733.8,43.0,4.0,2.7,0.1
Uganda,2017,2.749,31.43066733,0.534,27.91438,43.40594,22.971682,5.2,22.92,0.04,143.08,2128.4,91.0,27.0,34.2,84.5
Uganda,2018,2.712,31.177426,0.539,27.91438,43.40594,22.211958,3.25,22.95,0.04,153.67,2186.9,92.0,26.0,35.5,83.4
Uganda,2019,2.679,30.971939,0.544,27.91438,43.40594,21.595497,3.32,23.57,0.04,163.87,2250.0,72.0,24.0,34.1,82.9
Uganda,2020,2.671,30.84212667,0.545,27.91438,43.61036,21.00164,2.56,24.77,0.04,163.65,2240.5,67.0,22.0,32.5,82.6
Uganda,2021,2.774,30.64294567,0.545,27.91438,43.61036,20.404097,2.28,23.44,0.04,180.06,2246.4,83.0,21.0,31.5,81.7
Tuvalu,2017,,,0.651,,25.14647,15.722039,2.02,10.66,,,4208.9,,16.0,,
Tuvalu,2018,,,0.66,,25.14647,15.369291,2.56,10.11,,,4268.2,,28.0,,
Tuvalu,2019,,16.45302167,0.654,9.17696,25.14647,15.035635,2.48,8.22,,,4816.6,,163.0,,
Tuvalu,2020,,16.342356,0.655,9.17696,25.14647,14.703638,2.38,8.64,,,4839.6,,5178.0,,
Tuvalu,2021,,16.231908,0.653,9.17696,25.14647,14.372294,2.3,8.74,,,4924.0,,5735.0,,
United Kingdom of Great Britain and Northern Ireland,2017,1.822,7.8567447,0.929,2.73396,16.96424,3.8720341,0.28,0.59,0.75,465.48,46372.4,29.0,11.0,2.5,0.5
United Kingdom of Great Britain and Northern Ireland,2018,1.873,7.9149417,0.928,3.29793,16.57111,3.8757851,0.28,0.57,0.73,478.47,46878.1,18.0,11.0,2.5,0.5
United Kingdom of Great Britain and Northern Ireland,2019,1.937,8.2295957,0.933,3.29793,17.55507,3.8357871,0.28,0.6,0.79,479.4,47362.3,22.0,11.0,2.5,0.5
United Kingdom of Great Britain and Northern Ireland,2020,1.911,8.0394468,0.92,3.29793,16.94882,3.8715904,0.47,0.64,0.75,410.65,41984.1,24.0,12.0,2.5,0.5
United Kingdom of Great Britain and Northern Ireland,2021,1.95,7.971551267,0.931,3.29793,16.70364,3.9130838,0.55,0.67,0.85,453.73,44978.7,23.0,12.0,2.5,0.4
Ukraine,2017,,7.7276858,0.771,3.59926,13.63136,5.9524374,1.05,10.18,0.06,4.69,11860.6,21.0,7.0,2.5,
Ukraine,2018,,7.653962033,0.771,3.59926,13.64076,5.7218661,0.95,10.14,0.06,4.79,12336.9,20.0,7.0,2.5,
Ukraine,2019,,7.802743433,0.774,3.59926,14.07984,5.7291303,0.88,8.97,0.06,4.55,12805.0,15.0,8.0,2.8,
Ukraine,2020,,7.524559267,0.762,3.59926,13.28008,5.6943378,0.78,9.31,0.1,4.25,12407.8,7.0,8.0,3.6,
Ukraine,2021,,7.552217433,0.755,3.59926,13.28008,5.7773123,0.77,10.63,0.11,4.96,12943.6,11.0,8.0,4.1,
United States of America,2017,3.225,11.62217387,0.928,2.63915,26.40911,5.8182616,0.39,0.9,0.21,15.18,59914.8,9.0,8.0,2.5,2.0
United States of America,2018,3.24,11.66913147,0.93,2.66507,26.62524,5.7170844,0.42,0.85,0.19,15.85,61355.6,9.0,8.0,2.5,1.7
United States of America,2019,3.268,11.66750423,0.933,2.57429,26.71694,5.7112827,0.51,0.75,0.17,15.88,62478.3,12.0,8.0,2.5,1.5
United States of America,2020,3.383,11.71271607,0.923,2.57488,26.73275,5.8305182,0.67,0.77,0.18,14.64,60167.9,18.0,8.0,2.5,1.2
United States of America,2021,3.5,10.99498833,0.921,2.57387,24.46467,5.946425,0.45,0.89,0.21,15.86,63669.7,15.0,9.0,2.5,1.2
Burkina Faso,2017,3.173,36.023308,0.432,38.6481,35.28168,34.140144,4.45,20.59,0.06,149.2,1978.2,17.0,15.0,13.6,83.0
Burkina Faso,2018,3.296,35.78365733,0.443,38.6481,35.28168,33.421192,4.33,21.0,0.07,161.68,2051.2,26.0,14.0,13.7,79.7
Burkina Faso,2019,3.24,38.31900933,0.446,38.6481,43.38111,32.927818,3.32,18.38,0.06,180.9,2110.1,19.0,13.0,14.0,76.8
Burkina Faso,2020,3.345,38.02201733,0.446,38.6481,43.38111,32.036842,2.73,18.4,0.06,222.77,2093.7,18.0,11.0,14.6,77.6
Burkina Faso,2021,3.611,40.27115633,0.445,46.07097,43.38111,31.361389,3.99,17.46,0.06,233.62,2179.8,27.0,10.0,15.5,77.6
Uruguay,2017,3.073,12.79030193,0.815,8.63655,23.57983,6.1545258,0.88,5.46,0.17,110.38,23107.0,47.0,12.0,2.5,2.8
Uruguay,2018,3.17,12.63547523,0.815,8.1965,23.8177,5.8922257,0.8,5.9,0.18,115.49,23184.6,44.0,13.0,2.5,3.0
Uruguay,2019,3.254,12.56613627,0.818,8.15829,23.75342,5.7866988,0.76,6.49,0.2,114.91,23256.6,33.0,13.0,2.5,3.3
Uruguay,2020,3.414,12.2392458,0.82,8.15829,23.26113,5.2983174,0.86,7.55,0.22,109.15,21828.6,10.0,14.0,2.5,5.3
Uruguay,2021,3.543,12.27858647,0.814,8.15829,23.26113,5.4163394,,6.59,0.2,112.43,22800.7,11.0,14.0,2.5,5.2
Uzbekistan,2017,,,0.714,1.93381,,10.489994,5.12,28.66,0.49,9.8,6840.7,36.0,13.0,2.5,
Uzbekistan,2018,,,0.719,1.93381,,9.9738178,4.65,26.76,0.5,13.24,7082.9,70.0,13.0,2.5,
Uzbekistan,2019,,,0.725,1.93381,,9.4869337,4.22,24.61,0.52,17.08,7348.1,77.0,13.0,2.5,
Uzbekistan,2020,,,0.716,1.93381,,8.9503584,4.27,25.12,0.57,17.99,7344.2,61.0,14.0,2.5,
Uzbekistan,2021,,,0.721,1.77101,,8.5176516,5.1,24.98,0.72,19.37,7734.8,41.0,16.0,2.5,
Venezuela (Bolivarian Republic of),2017,,13.97645733,0.75,8.6697,21.13907,12.120602,,8.65,0.48,109.78,,237.0,15.0,16.8,
Venezuela (Bolivarian Republic of),2018,,13.96444667,0.738,8.6697,21.13907,12.08457,,2.15,0.1,124.28,,249.0,13.0,23.0,
Venezuela (Bolivarian Republic of),2019,,13.89942433,0.72,8.6697,21.13907,11.889503,,2.71,0.09,104.23,,236.0,13.0,22.7,
Venezuela (Bolivarian Republic of),2020,,14.212278,0.691,8.6697,21.13907,12.828064,,5.01,0.11,57.14,,132.0,16.0,23.4,
Venezuela (Bolivarian Republic of),2021,,14.2079,0.69,8.6697,21.13907,12.81493,,5.1,0.12,56.8,,136.0,27.0,21.6,
Viet Nam,2017,3.586,16.93201267,0.706,17.63946,19.5051,13.651478,4.24,12.93,0.28,28.23,9050.7,28.0,6.0,6.8,24.9
Viet Nam,2018,3.663,17.11753,0.711,17.63946,20.12511,13.58802,4.84,12.31,0.27,31.47,9636.0,16.0,6.0,6.4,22.4
Viet Nam,2019,3.776,17.08701133,0.717,17.63946,20.12511,13.496464,5.2,11.78,0.26,34.05,10252.0,15.0,5.0,6.0,19.8
Viet Nam,2020,4.072,16.52266933,0.726,15.25479,21.05368,13.259538,5.03,12.66,0.29,34.76,10450.6,8.0,5.0,5.5,21.8
Viet Nam,2021,4.216,16.47959233,0.718,15.25479,21.05368,13.130307,4.16,12.56,0.3,37.28,10628.2,17.0,6.0,5.1,21.0
Ethiopia,2017,3.108,35.32336367,0.472,43.50563,36.45498,26.009481,8.81,33.78,0.14,332.13,1988.0,19.0,64.0,14.1,85.8
Ethiopia,2018,3.147,35.04871067,0.479,43.50563,36.45498,25.185522,3.55,31.22,0.14,413.35,2067.5,14.0,68.0,15.5,84.1
Ethiopia,2019,3.29,34.562788,0.485,42.77036,36.45498,24.463024,3.52,33.63,0.16,406.26,2181.7,28.0,63.0,18.0,83.4
Ethiopia,2020,3.407,34.330183,0.489,42.77036,36.45498,23.765209,3.26,35.56,0.18,400.02,2253.2,54.0,69.0,20.7,83.3
Ethiopia,2021,3.706,34.11831367,0.489,42.77036,36.45498,23.129601,,37.57,0.2,398.96,2319.1,50.0,81.0,22.3,83.8
British Virgin Islands,2017,3.235,,,,,,,,,,,,,,
British Virgin Islands,2018,3.087,,,,,,,,,,,,,,
British Virgin Islands,2019,3.281,,,,,,,,,,,,,,
British Virgin Islands,2020,3.22,,,,,,,,,,,,,,
British Virgin Islands,2021,3.425,,,,,,,,,,,,,,
Samoa,2017,,,0.714,,23.74078,11.122317,7.0,9.6,,,6238.8,5.0,163.0,7.9,
Samoa,2018,,,0.713,,23.74078,10.98129,3.57,8.81,,,6139.5,9.0,180.0,7.9,
Samoa,2019,,14.10813267,0.712,7.02996,23.74078,11.553658,3.92,9.37,,,6346.1,23.0,193.0,7.7,
Samoa,2020,,13.79593467,0.712,7.02996,23.74078,10.617064,7.45,10.05,,,6062.4,24.0,204.0,7.4,
Samoa,2021,,13.73015467,0.708,7.02996,23.74078,10.419724,4.72,9.29,,,5534.1,46.0,224.0,5.6,
Yemen,2017,,31.98031533,0.432,46.44566,23.18842,26.306866,,18.86,0.6,54.75,,143.0,211.0,42.0,
Yemen,2018,,32.223986,0.427,46.44566,23.18842,27.037878,,18.99,0.6,55.42,,132.0,236.0,42.9,
Yemen,2019,,32.157141,0.43,46.44566,23.18842,26.837343,,19.38,0.62,57.74,,90.0,183.0,41.1,
Yemen,2020,,31.88241233,0.43,46.44566,23.18842,26.013157,,19.28,0.62,58.01,,44.0,232.0,38.9,
Yemen,2021,,32.10788433,0.425,46.44566,23.18842,26.689573,,19.21,0.62,57.2,,82.0,259.0,36.0,
Democratic Republic of the Congo,2017,2.921,35.389357,0.469,26.76947,44.81499,34.583611,1.11,19.89,0.36,104.25,1023.5,29.0,10.0,30.8,94.2
Democratic Republic of the Congo,2018,2.58,35.150633,0.474,26.76947,44.81499,33.867439,0.57,19.16,0.36,112.03,1048.2,29.0,5.0,31.2,91.0
Democratic Republic of the Congo,2019,2.393,34.977779,0.476,26.76947,44.81499,33.348877,1.29,19.97,0.39,107.66,1059.9,27.0,4.0,31.0,88.9
Democratic Republic of the Congo,2020,2.242,34.659314,0.477,26.76947,44.81499,32.393482,1.43,21.08,0.42,106.2,1044.1,24.0,4.0,32.5,87.1
Democratic Republic of the Congo,2021,2.253,34.41483533,0.475,26.76947,44.81499,31.660046,1.78,19.84,0.42,127.4,1073.6,26.0,4.0,33.9,85.5
Zambia,2017,3.085,37.48928867,0.568,21.73491,63.39851,27.334446,7.93,4.02,0.05,57.67,3395.5,13.0,5.0,31.2,88.5
Zambia,2018,3.15,37.11455467,0.571,20.43572,63.39851,27.509434,5.29,3.34,0.04,56.11,3425.9,20.0,4.0,29.4,88.2
Zambia,2019,3.245,36.98788767,0.574,20.43572,63.39851,27.129433,5.38,2.86,0.03,58.14,3372.4,21.0,4.0,28.8,88.6
Zambia,2020,3.3,36.64887233,0.569,20.43572,63.39851,26.112387,3.35,2.98,0.03,63.12,3183.7,21.0,4.0,29.2,89.6
Zambia,2021,3.616,36.29574133,0.565,20.43572,63.39851,25.052994,,2.95,0.04,78.76,3236.8,30.0,5.0,30.0,90.0
Belgium,2017,2.862,7.928880633,0.931,7.60388,12.45454,3.7282219,0.16,0.67,1.44,23.32,50442.3,34.0,7.0,2.5,0.3
